name, score
josh t. pearson,15
cold cave,41
architecture in helsinki,37
mike watt,25
those darlins,17
the pains of being pure at heart,42
the sandwitches,5
rafter,20
antonionian,56
vocabulary,31
obits,16
chancha via circuito,48
erland & the carnival,8
alexander,61
all tiny creatures,31
orchestre poly-rythmo de cotonou,26
capillary action,26
peter bjorn and john,62
jessie j,72
derrick carter,21
primary 1,10
queen,84
hard mix,3
ed askew,25
pharoahe monch,53
heidecker & wood,4
baby dee,12
leika,45
alex turner,58
belong,58
nick lowe,48
metal mountains,0
ramadanman,15
pearson sound,29
davila 666,19
the shoes,36
elbow,54
simon & garfunkel,71
vessels,28
moritz von oswald trio,14
j mascis,36
adventure,59
the eternals,16
the psychic paramount,4
lucinda williams,51
hype williams,36
wolf + lamb vs. soul clap,43
gary higgins,14
sin fang,29
james brown,64
the builders and the butchers,39
gary wilson,25
wye oak,47
eleventh dream day,13
the berg sans nipple,2
scritti politti,37
devotchka,46
willie wright,36
soul clap,35
parts & labor,8
desolate,37
slaughterhouse,42
the sway machinery,0
dam mantle,3
yellowbirds,16
sharron kraus,6
say hi,34
lykke li,69
papercuts,25
modern skirts,9
harald grosskopf,17
the rural alberta advantage,41
warm ghost,2
aurelio,18
eulogies,3
david dondero,14
the streets,57
danielson,13
faust,30
the skull defekts,4
discodeine,29
the radio dept.,53
metal fingers,76
doom,76
king creosote,39
malachai,19
the black ryder,26
johnny cash,75
tahiti 80,34
the caribbean,0
ethan gold,20
gil scott-heron,50
jamie xx,65
tim cohen,4
the cave singers,30
pixelord,13
sonic youth,58
gruff rhys,43
banjo or freakout,2
millionyoung,32
martial canterel,17
nicolas jaar,52
puro instinct,9
east river pipe,21
asobi seksu,32
ebo taylor,45
pj harvey,59
the dears,30
beans,37
sinden,21
jonathan richman,43
kort,47
jessica lea mayfield,34
isole,30
seefeel,33
theophilus london,51
dream diary,0
chikita violenta,13
notekillers,1
blaqstarr,18
hello echo,8
ben + vesper,23
essie jain,52
the go! team,41
young the giant,67
white sea,27
exploding star orchestra,8
my disco,5
we are the lilies,0
men,71
dark party,2
death,58
esg,44
apex manor,7
the octopus project,27
fujiya & miyagi,42
wanda jackson,46
geotic,47
eleven tigers,0
lia ices,23
celebration,33
gang of four,48
cold war kids,59
acrylics,3
phil manley,0
the 1900s,3
the get up kids,44
monotonix,8
gunn-truscinski duo,23
the jayhawks,43
white lies,53
daniel martin moore,31
louis c.k.,51
faun fables,8
air waves,11
9th wonder,55
klaxons,50
the black heart procession,31
black francis,26
imaginary softwoods,32
bardo pond,23
n.e.r.d.,58
prefuse 73/jaytram/epstein,34
giant sand,32
tapes 'n tapes,30
scientist,38
the parting gifts,6
soft landing,0
tensnake,52
the phantom band,8
jrgen paape,
shara worden,22
sarah kirkland snider,13
signal,39
floored by four,0
mt. sims,2
ryan adams & the cardinals,39
callers,1
sheek louch,41
ghostface killah,64
koen holtkamp,4
blood red shoes,38
residual echoes,0
spoon,56
miko,77
horsepower productions,18
the soft boys,28
gospel music,61
soft circle,1
robyn,63
lazerbeak,23
reading rainbow,21
bruce haack,24
half-handed cloud,7
carissa's wierd,43
tabu ley rochereau,33
restless people,0
super wild horses,2
barbara morgenstern,14
victoire,6
breathe owl breathe,18
robert wyatt,35
charlemagne palestine,12
girl talk,49
les sins,33
lyrics born,41
bear hands,38
einstrzende neubauten,39
badly drawn boy,44
aids wolf,5
supa d & dj ma1,55
orange juice,40
dj nate,14
john roberts,37
the russian futurists,14
syl johnson,46
we love,7
former ghosts,8
youth,51
tobacco,41
the suzan,2
surf friends,3
stereolab,53
magnetic man,36
lcd soundsystem,61
k.c. accidental,14
supersilent,9
truckasauras,0
modest mouse,64
games,45
electric sunset,2
seeland,1
the black twig pickers,9
the concretes,25
sun city girls,26
caribou,57
paul smith,22
fenn o'berg,0
kings of leon,77
twig harper,4
daniel higgs,7
svarte greiner,7
ghostland observatory,39
weezer,74
elliott smith,66
silje nes,7
ski beatz,20
brian mcbride,28
dylan leblanc,41
josephine foster & the victor herrero band,30
skert!,5
pimp c,51
lf arnalds,29
avey tare,28
"wyatt, atzmon & stephen",2
broken records,15
nymph,15
john lennon,70
dexys midnight runners,62
buke and gass,18
the extra lens,21
cinema red and blue,3
william parker,20
darren hanlon,21
jon mcmillion,0
apache beat,0
lawrence english,34
minamo,57
a sunny day in glasgow,20
cotton jones,45
ice cube,75
nellie mckay,27
mark ronson & the business intl.,77
a band of bees,34
shrag,13
zach hill,28
sisters,56
cut chemist,39
roots manuva meets wrongtom,49
blue water white death,1
luke abbott,30
christian marclay,6
philip jeck,11
sailors with wax wings,44
owen pallett,52
the pack,34
ian astbury,29
vijay iyer,31
highlife,2
david gilmour,58
working for a nuclear free city,33
shad,51
the sword,48
women,31
tim kasher,14
aloe blacc,65
eskmo,30
pariah,8
bottomless pit,5
exile,44
the moondoggies,23
digital mystikz,12
manic street preachers,56
shit robot,24
j. tillman,27
azure ray,32
chromeo,59
frankie rose and the outs,1
film school,31
abe vigoda,8
sam prekop,29
dungen,35
sebastian blanck,1
el guincho,58
quest for fire,14
blonde redhead,50
magic kids,5
the vaselines,36
sistol,1
cloudland canyon,4
strand of oaks,34
eels,57
the acorn,19
superpitcher,30
the clientele,43
playboy tre,20
aeroplane,47
jenny and johnny,17
mr. dibiase,28
chief,77
lorn,59
pale sketcher,5
kemialliset ystvt,29
we are scientists,41
drivan,1
rose elinor dougall,33
ciafrica,59
magneta lane,8
islaja,9
hannibal buress,37
land of talk,37
arab strap,36
fennesz daniell buck,55
venice is sinking,2
richard a. ingram,0
the claudia quintet,54
isobel campbell & mark lanegan,39
the budos band,53
elk city,14
lissie,53
sky larkin,6
chris corsano band,24
robert ashley,15
ben klock,37
les savy fav,28
someone still loves you boris yeltsin,36
colour revolt,22
bun b,59
kathryn calder,10
cloud cult,39
dead confederate,21
failing lights,0
autolux,33
skream,48
maximum balloon,19
seu jorge & almaz,0
darker my love,18
clubfeet,22
shannon stephens,55
christopher willits,29
walter gibbons,6
jane birkin,48
versus,44
mt. st. helens vietnam band,4
miniature tigers,48
spur,71
deastro,13
frazey ford,57
shapes and sizes,2
cats on fire,14
vex'd,11
the wailing wall,0
neu!,36
antarctica takes it!,56
jesca hoop,33
thieves like us,30
tony da gatorra vs. gruff rhys,42
the magic numbers,39
the flowers of hell,6
richard ashcroft,49
dual identity,0
heavy winged,0
the henry clay people,5
peeesseye,63
blue giant,0
zero 7,57
mass shivers,0
department of eagles,31
the coral,49
mahjongg,2
max richter,73
mountain man,36
bettye lavette,51
ninjasonik,14
jay bennett,4
man forever,11
light pollution,0
la vampires,19
chatham county line,28
bob desper,14
david karsten daniels,10
fight the big bull,10
kevin dunn,1
daniel johnston,45
spirituals,27
kelis,63
liz phair,47
so percussion,27
jack rose,24
d. charles speer and the helix,39
glitterbug,65
rachid taha,47
black tusk,26
dino felipe,1
ed harcourt,32
trumpeter swan,0
the pipettes,22
foxes in fiction,32
sleepy sun,33
wolf parade,42
nina nastasia,23
rolo tomassi,34
tender trap,9
maps & atlases,29
infant sorrow,31
efdemin,33
kele,54
kode9,27
meursault,17
oasis,79
delays,30
windsor for the derby,23
wovenhand,32
the constellations,33
linfinity,0
laurie anderson,44
vic chesnutt,31
viernes,36
dragoon,0
the divine comedy,43
sia,85
rhymefest,32
signaldrift,4
la roux,64
hammock,49
florene,79
hot hot heat,40
pernice brothers,31
koes bersuadara,15
tokyo police club,43
konono n1,22
refused,54
ratatat,66
television personalities,33
hanoi janes,1
dm stith,12
teenage fanclub,43
the la's,60
jadakiss,64
tift merritt,38
devin the dude,54
trash kit,5
brooklyn rider,22
the ponys,13
naked on the vague,0
redhooker,0
david cross,28
karen elson,31
dead meadow,36
my gold mask,6
reflection eternal,46
the samps,4
robedoor,1
the depreciation guild,21
damian marley,68
solvent,20
scarface,56
the rolling stones,79
guilty simpson,39
effi briest,0
woven bones,1
under byen,14
harvey milk,12
konntinent,1
wounded lion,1
holy fuck,58
keane,75
b.o.b,73
dj t.,32
black prairie,15
indian jewelry,9
the dead weather,45
sage francis,36
marcel dettmann,34
twin stumps,1
shy child,14
the bitters,0
child abuse,5
gayngs,24
david holmes,43
monster movie,11
the new pornographers,42
booka shade,52
the infesticons,6
bobby and blumm,51
the hold steady,40
minus the bear,46
unnatural helpers,3
broken social scene,52
the dillinger escape plan,45
red sparowes,28
lazer crystal,0
jahcoozi,10
inlets,1
the golden filter,23
snowglobe,3
hole,63
avi buffalo,23
daughters,36
kurupt,62
medications,15
omar khorshid,27
ulaan khol,6
the futureheads,39
tony allen,46
we are the world,51
the apples in stereo,37
the endtables,2
incredible string band,30
trans am,23
lucky soul,10
mark van hoen,9
kings go forth,23
little brother,42
we have band,34
the sight below,19
the nels cline singers,35
harlan t. bobo,5
murs,47
cibelle,27
priestess,39
blind man's colour,1
thomas fehlmann,32
sally seltmann,18
to rococo rot,24
young jazz rebels,4
method man,68
the bundles,1
fatboy slim,65
matt pond pa,36
nice nice,58
janka nabay,8
doves,54
growing,26
erykah badu,69
harlem,33
savath y savalas,11
tunng,39
mike swoop,15
emma pollock,12
christy & emily,0
turin brakes,40
the society of rockets,3
black tambourine,31
lali puna,32
sin ropas,1
the deadly syndrome,18
mimicking birds,32
loscil,40
native,20
galaxie 500,41
amanaz,44
white mystery,3
mulatu astatke,53
sweet apple,7
the white stripes,71
ben sollee and daniel martin moore,36
alex smoke,15
liliput,29
kleenex,29
love is all,10
inspectah deck,59
the kissaway trail,9
new young pony club,34
neva dinova,30
serena-maneesh,13
a weather,4
sunburned hand of the man,13
we are wolves,24
the method actors,4
lawrence arabia,26
the art museums,0
fyfe dangerfield,23
awesome color,2
annuals,12
the morning benders,31
freelance whales,34
happy birthday,49
akira kosemura,52
kammerflimmer kollektief,13
pillars and tongues,0
babe rainbow,50
infinite body,11
miles kurosky,27
white hinterland,21
aloha,52
major stars,1
skullflower,29
kidz in the hall,19
ted leo and the pharmacists,31
golden triangle,2
pavement,59
lonelady,16
andrew thomas,2
ortolan,36
record club,35
josiah wolf,0
jaguar love,10
the whigs,22
balmorhea,49
yellow swans,17
bomb the bass,40
jason collett,22
archie bronson outfit,24
pierced arrows,12
mathematics,46
gigi,79
holly miranda,25
githead,9
adam green,35
joanna newsom,37
clem snide,35
kasper bjrke,37
sambassadeur,17
via audio,5
j. stalin,43
ewan pearson,20
mumford & sons,75
jake one,34
past lives,60
everybody was in the french resistance...now!,0
cave in,31
juliana hatfield,31
capgun coup,2
citay,3
you say party,11
wetdog,1
a grave with no name,2
sade,77
reagenz,7
the seven fields of aphelion,16
"anthony ""shake"" shakir",1
kath bloom,31
aufgang,21
interference,22
afcgt,0
ali farka tour,50
toumani diabat,52
basia bulat,42
the watson twins,35
strong arm steady,24
hockey,52
starless & bible black,0
kevin barker,37
anna ternheim,47
the house of love,37
the brunettes,14
nmperign,1
lightspeed champion,24
agf,16
saviours,10
clipd beaks,1
etienne jaumet,22
good shoes,32
the orkustra,15
the hotrats,11
buraka som sistema,39
barton carroll,22
yellowfever,0
delphic,23
jaga jazzist,27
pit er pat,2
rachel grimes,33
red krayola with art & language,9
basement jaxx,57
franco & le tout puissant ok jazz,30
monolake,28
lindstrm & christabelle,65
aziz ansari,36
portastatic,23
kaito,47
underworld vs. the misterons,59
robin guthrie,41
stardeath and white dwarfs,15
freedy johnston,30
apse,47
immortal,55
jason boesel,42
bonny billy and the picket line,59
lady gaga,94
james husband,12
luigi archetti & bo wiget,51
oh no ono,9
imaad wasif,6
klimek,35
young money,62
ben frost,31
24-carat black,25
laarks,0
the mayfair set,0
eliane radigue,16
mincemeat or tenspeed,0
bell orchestre,10
redshape,13
radian,17
the tough alliance,22
eugene mirman,40
joakim,41
ahleuchatistas,4
editors,53
the rakes,29
clipse,51
baaba maal,47
lowell brams,20
sea wolf,42
dappled cities,15
arms,48
peverelist,21
elvis presley,78
m.a.n.d.y.,36
electrik red,18
lifter puller,16
oh no,46
luciano,64
ooioo,17
pyramids with nadja,41
felt,35
gusgus,44
princeton,10
rakim,58
jookabox,10
early day miners,13
kraftwerk,53
blakroc,27
lackthereof,2
edan,28
charlotte hatherley,12
jay farrar & benjamin gibbard,43
the bravery,51
jahdan blakkamoore,32
frank sinatra,78
clare and the reasons,18
think about life,10
the happy hollows,10
jawbox,31
gift of gab,40
glass ghost,17
lake heartbeat,2
the doors,73
get back guinozzi!,0
them crooked vultures,50
hall and oates,75
roll deep,42
franklin bruno,2
christmas island,1
orenda fink,11
hush arbors,2
50 cent,84
brakes,85
god help the girl,29
joe goddard,46
dj /rupture,5
on fillmore,0
six finger satellite,14
the mary onettes,30
pylon,36
dark meat,29
division day,0
digital leather,10
slayer,66
bottin,23
soulsavers,37
maps,29
part chimp,16
jack peate,40
julian casablancas,64
the king khan & bbq show,36
sleeping states,2
a.a. bondy,33
molina and johnson,0
pants yell!,5
heavy trash,19
isaac hayes,51
panther,69
espers,16
the swell season,37
damian lazarus,45
tisto,83
tickley feather,5
carolyn mark,17
nq arbuckle,20
the jesus lizard,37
broadcast and the focus group,55
the shaky hands,4
miles benjamin anthony robinson,11
lokai,0
do make say think,32
jemina pearl,3
grand archives,11
the slits,39
drummer,47
elvis perkins in dearland,17
echo and the bunnymen,57
flashy python,2
flight of the conchords,47
spiral stairs,4
themselves,17
kings of convenience,57
karl blau,31
buckshot,43
krs-one,54
as tall as lions,31
thao with the get down stay down,34
slaraffenland,0
doveman,14
duran duran,71
the crayon fields,12
headlights,19
peanut butter wolf,35
the yolks,1
the dutchess and the duke,21
mi and l'au,5
dominique leone,36
bad lieutenant,15
nick oliveri,10
karen o and the kids,50
anti-pop consortium,19
osso,68
lou barlow,25
dead man's bones,41
le loup,21
built to spill,49
patton oswalt,40
lullabye arkestra,0
nick cave and warren ellis,38
port o'brien,20
plush,32
united state of electronica,7
chris bell,22
7 worlds collide,7
holiday shores,1
hope sandoval & the warm inventions,48
brock van wey,28
music go music,10
hallelujah the hills,7
monsters of folk,34
the hidden cameras,22
shudder to think,45
castanets,22
to kill a petty bourgeoisie,2
rain machine,3
tyondai braxton,9
tenniscoats,23
jim orourke,25
tanya morgan,30
mika vainio,20
yim yames,26
pens,11
the almighty defenders,19
simon joyner,23
the stone roses,62
scarlett johansson,57
pete yorn,46
amy millan,39
mew,44
the entrance band,11
sunny day real estate,49
circulatory system,17
blk jks,10
os mutantes,47
nudge,28
datarock,31
box elders,3
doug randle,14
greymachine,4
cale parks,2
kreng,12
richard thompson,42
wave machines,11
arve henriksen,37
at war,11
tom brosseau,14
woolfy,36
the temper trap,69
black mold,1
wand,41
amanda blank,24
jay reatard,34
the postmarks,19
zak sally,0
silk flowers,1
worriedaboutsatan,16
tim buckley,47
throw me the statue,12
clubroot,23
nisennenmondai,8
dan bryk,1
jon mueller,1
yea big + kid static,0
speech debelle,23
dysrhythmia,10
jon hassell,33
desolation wilderness,3
esser,30
city center,1
joe pernice,9
nurses,11
reigning sound,28
peter broderick,44
es,80
julian plenti,28
sian alice group,0
the units,19
khanate,12
drug rug,5
mocky,37
kiila,8
boxcutter,6
soap & skin,64
amazing baby,1
chris garneau,32
blue roses,7
oumou sangar,46
felix da housecat,46
miss derringer,10
wheat,66
pp bradock,8
foreign born,8
howling bells,17
eugene mcguinness,16
the fiery furnaces,24
greg davis,6
willie isz,1
talbot tagora,0
our brother the native,0
magnolia electric co.,35
lights,55
the pine hill haints,16
riceboy sleeps,6
starlight mints,19
suffocation,44
the skygreen leopards,7
steve bug,32
lord cut-glass,1
pisces,57
bergraven,0
baby teeth,6
sarah borges and the broken singles,3
babatunde olatunji,21
lacrosse,19
the legends,19
maxwell,59
vega,32
malcolm middleton,24
discovery,29
the minus 5,21
the roadside graves,4
tiny vipers,16
ministry of sound,14
sister suvi,30
current 93,35
martin carr,29
wu-tang clan,68
royal city,3
street sweeper social club,30
uuvvwwz,1
the mars volta,52
cage,74
rock plaza central,24
yahowha 13,2
hello seahorse!,48
land of kush,2
tortoise,37
alasdair roberts,18
so many dynamos,10
the present,74
sunset rubdown,27
spinnerette,30
the paper chase,35
noisettes,49
larry jon wilson,20
sholi,74
finale,31
psapp,22
speck mountain,18
black meteoric star,3
pocahaunted,19
el-b,18
gregor samsa,7
i was a king,20
tiny masters of today,2
rhett miller,26
client,43
so cow,7
tim exile,4
gregg kowalsky,12
jonathan johansson,41
busdriver,39
the sounds,46
the curious mystery,0
cortney tidwell,10
xasthur,36
the warlocks,29
mos def,66
placebo,65
mannequin men,2
valet,69
sin fang bous,7
kasabian,62
zero boys,30
liechtenstein,2
noel gallagher,59
kevin blechdom,1
zombi,59
jeff buckley,71
occidental brothers dance band international,2
jarvis cocker,43
mouthus,1
miss kittin & the hacker,65
lindstrm & prins thomas,15
charles spearin,11
amesoeurs,27
polly scattergood,18
the church,51
monahans,2
danger mouse and sparklehorse,62
diamond watch wrists,1
viva voce,13
aidan moffat & the best-ofs,1
ugk,60
el grupo nuevo de omar rodriguez-lopez,13
green day,82
jeremy enigk,23
apostle of hustle,11
clues,60
jeffrey lewis,38
night control,0
company flow,33
ekkehard ehlers,17
paul wirkus,0
dananananaykroyd,14
casper & the cookies,0
dd/mm/yyyy,2
patrick watson,72
hanne hukkelberg,12
meanderthals,5
de la soul,62
casiotone for the painfully alone,32
mika miko,19
el michels affair,51
fischerspooner,40
richard swift,38
kingsbury manx,9
deradoorian,31
odd nosdam,30
woebot,28
the veils,47
peaches,47
the shortwave set,11
wildbirds & peacedrums,16
rodriguez,59
harlem shakes,14
conor oberst and the mystic valley band,26
nomo,17
pink mountaintops,21
great northern,21
the life and times,17
tinted windows,14
kid606,21
a camp,23
ape school,11
thunderheist,19
bike for three!,3
the handsome family,53
black math horseman,7
immaculate machine,8
cryptacize,2
the weight,63
asher roth,45
the deep dark woods,33
still flyin',3
1990s,16
super furry animals,39
the monks,18
d. rider,40
al green,67
ladyfinger (ne),1
agoraphobic nosebleed,27
nancy wallace,7
mr. lif,38
telepathe,9
lady sovereign,35
the assemble head in sunburst sound,24
prince,72
erasure,63
the usa is a monster,2
o+s,20
gentleman reg,7
circlesquare,15
mike bones,2
joker's daughter,6
baby charles,25
cheer-accident,8
the qemists,42
it hugs back,2
charles hamilton,26
the dukes of stratosphear,24
swervedriver,36
matteah baim,1
obi best,0
the whitest boy alive,56
sissy wish,4
bosque brown,4
young dro & yung l.a.,0
john parish,33
red red meat,11
harmonic 313,16
the theater fire,3
the old ceremony,5
anni rossi,5
project pat,67
tombs,11
various production,7
peter doherty,43
fridge,21
the drones,29
skeletons,63
i.u.d.,0
fever ray,51
friendly foes,41
mr. oizo,53
swan lake,70
the lines,10
marianne dissard,2
brethren of the free spirit,1
mstrkrft,34
bob wills and his texas playboys,35
these are powers,0
nels cline,35
bloodkin,17
bishop allen,25
k'naan,63
coloma,68
oj da juiceman,47
lars horntveth,8
b. fleischmann,18
condo fucks,3
bobby creekwater,41
soundtrack of our lives,35
mirah,38
extra golden,22
hi red center,0
zu,35
aleks and the drummer,62
lithops,1
rio en medio,5
woodpigeon,13
j spaceman and matthew shipp,16
gringo star,21
dent may & his magnificent ukulele,0
longwave,19
manda rin,2
grandmaster flash,43
boredoms,16
cobra verde,10
dressy bessy,31
nimrod workman,4
odawas,2
loren connors & jim o'rourke,27
the prodigy,66
ryoji ikeda,27
snd,15
john chantler,8
tujiko noriko,26
jean on jean,0
peter tosh,56
faunts,30
azita,11
beirut/realpeople,62
van morrison,73
murry hammond,0
coconut records,45
alex moulton,44
n.a.s.a.,32
studio 1,9
sbach,2
pale young gentlemen,12
fight bite,8
robyn hitchcock,28
volcano suns,12
stephen emmer,21
faraquet,30
dan auerbach,55
franz nicolay,10
windsurf,5
i heart lung,0
hector zazou & swara,22
lily allen,69
bee gees,78
iran,79
free blood,10
benjy ferree,16
d. lissvik,21
goblin cock,25
rza,61
andy moor and dj/rupture,41
ocean,64
kevin rudolf,54
buddy holly,57
the von bondies,37
nickel eye,15
dillinger four,33
catfish haven,4
eine kleine nacht musik,2
no neck blues band,4
the bpa,31
kylie minogue,73
telefon tel aviv,32
larkin grimm,8
magnetic morning,83
the bird and the bee,56
jd twitch,10
glass candy,34
misery index,31
landed,62
dlek,64
aether,39
chandeliers,1
susanna,51
johnson&jonson,12
michael zapruder,1
thom yorke,59
kayhan kalhor & brooklyn rider,27
inara george,30
the standard,2
muse mcanique,76
ruby isle,1
an albatross,14
golden animals,3
thievery corporation,62
herman dune,35
these arms are snakes,21
sparks,48
epmd,49
polysics,31
the gourds,37
cranes,38
dub colossus,13
people under the stairs,48
late of the pier,28
mason proper,9
a guy called gerald,31
charlie louvin,29
jos gonzlez,65
metro area,33
move d and benjamin brunn,42
caithlin de marrais,2
fripp & eno,61
pelle carlberg,14
her space holiday,23
terakaft,31
matthew robert cooper,7
gregory and the hawk,41
paper route gangstaz,0
wreckless eric & amy rigby,2
all the saints,10
don caballero,30
otis redding,69
jolie holland,30
the aliens,16
ludacris,78
nina simone,69
christina carter,0
ane brun,57
roy orbison,66
the welcome wagon,18
the uglysuit,4
restiform bodies,6
simon bookish,2
japanese motors,11
alaska in winter,10
grampall jookabox,10
the manhattan love suicides,5
future clouds & radar,0
ladyhawke,44
wintersleep,37
burning star core,1
christmas decorations,0
the last shadow puppets,59
the pica beats,8
guns n' roses,81
the knux,18
aterciopelados,56
julian koster,1
the fireman,22
anathallo,13
grace jones,54
wilderness,7
adorable,22
stereo image,0
cheap trick,60
lee scratch perry,46
illa j,44
magazine,37
max tundra,25
kieran hebden and steve reid,20
z-ro,56
frida hyvnen,30
greg dulli,19
"vic chesnutt, elf power, and the amorphous strums",31
rtx,2
the matthew herbert big band,18
reefer,83
travis,93
+/-,14
juelz santana,65
megapuss,9
little joy,36
fuck the facts,14
sebastien grainger & the mountains,69
eagles of death metal,53
pop levi,18
glorytellers,0
wetnurse,0
"j. matthew gerken, christian kiefer, and jefferson pitcher",
miss murgatroid and petra haden,
dianogah,13
jean grae,39
sunny day sets fire,0
the legendary pink dots,29
kaiser chiefs,60
ben folds,50
the mighty underdogs,0
gabriel kahane,26
final fantasy,61
cause co-motion!,0
mamiffer,10
dr. dooom,20
eyeless in gaza,16
margot and the nuclear so and so's,37
raphael saadiq,52
the long blondes,20
nagisa ni te,16
religious knives,0
holly golightly & the brokeoffs,21
the clash,70
hello saferide,29
secret machines,30
library tapes,45
the broken west,12
love as laughter,15
the clips,51
mount eerie with julie doiron and fred squire,45
morgan geist,24
prints,1
birdmonster,1
wrnlrd,0
blevin blectum,1
shock cinema,0
these united states,8
yo majesty,27
volcano!,2
liz durrett,7
the pretenders,63
ancestors,9
stereophonics,66
hawnay troof,0
intronaut,27
the week that was,4
31knots,10
the dead science,1
teenage jesus and beirut slump,83
the lovely sparrows,1
golden smog,31
the jesus and mary chain,51
krisiun,30
apollo sunshine,29
bill dixon,5
dj khaled,75
the replacements,51
totimoshi,2
monkey,62
gentleman jesse & his men,0
angela desveaux,0
talkdemonic,16
jenny lewis,46
koushik,24
morton feldman,29
the final solution,72
all girl summer fun band,5
the red krayola,9
brightblack morning light,23
sam champion,9
suarasama,16
amanda palmer,41
bound stems,4
james,68
john adams,33
the airborne toxic event,48
elzhi,36
emilana torrini,50
original silence,0
the rumble strips,32
alexander tucker,64
rex the dog,39
mugison,33
cats in paris,1
ilya monosov,0
matt & bubba kadane,51
helena espvall & masaki batoh,0
nightmares on wax,56
styrofoam,18
the dark romantics,8
kimya dawson,59
brothers and sisters,2
robyn hitchcock and the egyptians,27
matthew sweet,40
made out of babies,18
pierre de reeder,0
the gutter twins,26
robots in disguise,22
wild sweet orange,9
brian wilson,40
tom carter and christian kiefer,3
the lord dog bird,2
james jackson toth,0
roots manuva,49
poni hoax,39
burning witch,14
theresa andersson,11
human highway,10
kasai allstars,12
rahim,36
the verve,70
dan le sac vs. scroobius pip,28
minilogue,26
james lavino,53
french kicks,38
t.k. webb & the visions,52
azeda booth,5
hans-joachim rdelius & tim story,
sj esau,0
eef barzelay,33
barry adamson,33
the lodger,2
david vandervelde,15
lesser gonzalez alvarez,0
the mole,22
alphabeat,42
the stills,28
william f. gibbs,37
correcto,1
danny!,7
the jealous girlfriends,7
the occasional keepers,1
willie nelson,71
devon williams,8
shannon mcardle,0
kayo dot,21
tittsworth,14
basic channel,29
stereo mcs,49
nze,73
the baseball project,14
suicide,85
starling electric,1
this is ivy league,5
the music,35
brazilian girls,37
icy demons,2
takka takka,8
re-up gang,19
cajun dance party,50
unicycle loves you,0
the faint,40
steve reich,45
drakkar sauna,2
madvillain,64
oxford collapse,8
the curse of company,61
carl stone,15
conor oberst,48
lau nau,14
the muslims,30
blondie,70
ragga twins,46
slim twig,2
abdel hadi halo & the el gusto orchestra of algiers,48
the byrds,55
the childballads,66
dredd foole,0
manu chao,71
sybris,2
all,70
mouserocket,0
santogold,66
pas/cal,5
haley bonar,25
paul westerberg,36
the fratellis,61
when dinosaurs ruled the earth,0
the dresden dolls,59
pas chic chic,4
keak da sneak,45
the night marchers,16
shit and shine,17
black kids,38
ida maria,34
"forward, russia!",12
broken social scene presents: brendan canning,12
patti smith & kevin shields,59
julie ocean,0
the wombats,65
head like a kite,6
we versus the shark,4
woelv,7
osborne,40
the pogues,61
three 6 mafia,64
babyshambles,42
infinite livez vs. stade,49
j. spaceman,16
nicolay & kay,35
8ball,49
mjg,49
hanggai,28
the botticellis,1
dennis wilson,30
vapnet,16
blackstrap,1
todd barry,31
kid static,4
modey lemon,4
"son, ambulance",22
syclops,14
roommate,6
joseph arthur,36
eliot lipp,31
kleerup,47
nurse with wound,22
pwrfl power,0
air france,20
plantlife,14
fern knight,2
south san gabriel,14
studio,56
the goslings,6
martina topley-bird,51
the herbaliser,48
mike patton,44
stars like fleas,0
twine,20
scott kelly,6
auburn lull,11
orchestra baobab,43
the presets,48
the m's,4
nalle,1
richard pinhas,9
bryan scary,26
paul haig,16
lukestar,7
mixel pixel,2
adem,45
cassettes won't listen,9
yoav,33
supergrass,59
thomas brinkmann,13
ex reverie,1
christopher bissonnette,11
walter meego,12
lemuria,23
okay,37
gas,53
young knives,27
marc ribot,36
festival,6
local h,53
helvetia,43
the pinker tones,21
nik freitas,7
steinski,12
nortec collective presents bostich + fussible,31
fat ray & black milk,62
free kitten,21
apes,38
witch,54
devastations,9
flying,58
thank you,40
jaymay,30
les rallizes denudes,29
hymns,37
subtle,16
the charlatans uk,47
pattern is movement,2
dragged by horses,42
quiet village,26
ecstatic sunshine,1
alexander turnquist,1
the old haunts,3
emmanuel jal,56
kid creole,35
the explorers club,17
eleanoora rosenholm,12
the strugglers,60
{{{ sunset }}},52
chuck berry,66
quinn walker,0
sonic sum,2
robert forster,22
orion rigel dommisse,25
kassin + 2,48
clear tigers,50
13ghosts,0
head of femur,0
dead child,1
fairport convention,44
new bloods,11
chicha libre,36
joy division,63
jucifer,23
cub,35
constantines,25
antietam,3
neptune,57
south,76
portishead,65
experimental dental school,1
toumast,8
mantronix,35
the teenagers,34
idol fodder,20
fancey,2
the plastic constellations,3
emc,32
the kooks,68
autistic daughters,1
de novo dahl,1
team robespierre,0
microkingdom's pro hour,35
the selmanaires,0
groove armada,58
strategy,49
colin meloy,24
ymd,24
the microphones,48
pete & the pirates,29
in flames,64
webbie,58
ministry,52
apes & androids,38
bell x1,40
the raconteurs,55
"earth, roots and water",75
melchior productions,5
big dipper,8
lazarus,40
the b-52's,61
jarboe,22
justin k. broadrick,21
kate maki,3
gnarls barkley,63
thee silver mt. zion memorial orchestra & tra-la-la band,54
bauhaus,55
grand ole party,11
"does it offend you, yeah?",32
wrath of the weak,58
danava,16
mike doughty,33
dengue fever,33
fight amp,5
ocrilim,0
electric six,48
be your own pet,39
marah,83
amir elsaffar,5
shelby lynne,49
black spade,18
the big sleep,5
the lk,82
the exit strategy,1
